area_code,ca_name,date_code,value_percent,distance_to_nearest_green_or_blue_space,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity
S12000029,South Lanarkshire,2017,68,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2016,1,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2015,1,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2013,68,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2019,64,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2018,8,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2014,10,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2013,17,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2016,19,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2018,17,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2015,25,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2015,66,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2018,76,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2019,17,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2014,73,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2013,15,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2014,16,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2015,8,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2019,1,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2014,1,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2017,21,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2017,12,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2016,58,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2016,23,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,South Lanarkshire,2019,63,A 5 minute walk or less,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2013,58,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2013,70,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2013,64,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2014,19,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2014,19,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2014,19,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2014,20,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2014,19,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2013,16,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2013,17,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2013,21,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2018,20,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2016,17,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2016,18,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2016,17,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2016,17,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2019,18,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2015,17,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2015,32,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2015,18,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2013,15,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2019,2,Don't Know,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2017,20,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2013,21,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2013,18,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2015,0,Don't Know,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2017,16,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2015,14,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2017,2,Don't Know,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2014,60,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2013,60,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2016,66,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2016,60,A 5 minute walk or less,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2016,51,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2016,63,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2016,62,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2016,53,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2015,66,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2015,54,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2016,18,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2016,22,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2017,22,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2017,23,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2017,26,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2017,23,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2019,15,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2019,18,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2019,19,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2017,49,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2017,65,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2017,60,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2016,14,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2016,19,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2016,17,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2017,2,Don't Know,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2013,1,Don't Know,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2018,62,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2018,20,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2015,32,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2014,19,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2017,63,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2014,2,Don't Know,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2014,63,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2014,66,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2016,1,Don't Know,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2018,1,Don't Know,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2014,67,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2015,73,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2014,62,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2016,27,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2018,18,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2016,49,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2019,63,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2016,24,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2014,16,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2018,20,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2018,26,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2014,20,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2014,18,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2013,20,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2019,20,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2019,16,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2016,21,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2017,24,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2017,25,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2014,20,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2017,25,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2017,23,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2017,24,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2018,21,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2016,17,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2013,24,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2013,15,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2013,16,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2013,17,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2018,21,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2019,15,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2019,15,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2019,21,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2018,17,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2018,29,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2018,23,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2018,63,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2018,65,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2018,64,A 5 minute walk or less,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2018,65,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2017,65,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2017,56,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2017,62,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2014,66,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2014,66,A 5 minute walk or less,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2015,63,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2015,59,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2015,66,A 5 minute walk or less,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2014,68,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2019,62,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2016,61,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2018,72,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2015,68,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2019,65,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2016,61,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2014,62,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2016,60,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2014,70,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2017,59,A 5 minute walk or less,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2017,59,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2017,50,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2017,2,Don't Know,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2017,2,Don't Know,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2015,1,Don't Know,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2017,2,Don't Know,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2016,2,Don't Know,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2016,3,Don't Know,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2019,1,Don't Know,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2019,3,Don't Know,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2018,1,Don't Know,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2015,1,Don't Know,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2015,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2018,14,An 11 minute walk or more,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2018,1,Don't Know,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2018,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2015,1,Don't Know,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2015,0,Don't Know,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2015,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2017,4,Don't Know,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2016,1,Don't Know,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2013,0,Don't Know,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2017,0,Don't Know,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2016,1,Don't Know,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2013,1,Don't Know,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2017,2,Don't Know,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2013,1,Don't Know,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2013,62,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2018,69,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2013,64,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2015,78,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2018,15,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000029,South Lanarkshire,2013,65,A 5 minute walk or less,All,All,All,All,All,All,All
S12000029,South Lanarkshire,2013,65,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2018,13,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2019,61,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000029,South Lanarkshire,2013,72,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2019,62,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2019,66,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2015,69,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000029,South Lanarkshire,2019,63,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2019,69,A 5 minute walk or less,16-34 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2013,57,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2018,51,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000029,South Lanarkshire,2019,61,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000029,South Lanarkshire,2018,54,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000029,South Lanarkshire,2018,65,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000029,South Lanarkshire,2013,16,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2019,64,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2013,66,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2016,19,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2017,25,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2013,17,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2016,1,Don't Know,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2016,17,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2014,67,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2018,22,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2013,1,Don't Know,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2017,58,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2014,2,Don't Know,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2018,64,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2014,19,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2018,1,Don't Know,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2017,15,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2015,54,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2019,16,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2019,20,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2019,1,Don't Know,All,All,All,20% most deprived,All,All,All
S12000029,South Lanarkshire,2015,68,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2016,64,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2015,12,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2018,12,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2019,17,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2019,17,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2014,12,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2015,19,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000029,South Lanarkshire,2015,21,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2016,1,Don't Know,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2019,64,A 5 minute walk or less,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2015,0,Don't Know,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2017,2,Don't Know,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2019,18,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2014,13,An 11 minute walk or more,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2015,12,An 11 minute walk or more,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2013,17,An 11 minute walk or more,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2018,1,Don't Know,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2016,20,An 11 minute walk or more,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2018,21,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2018,65,A 5 minute walk or less,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2014,67,A 5 minute walk or less,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2015,68,A 5 minute walk or less,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2018,14,An 11 minute walk or more,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2019,2,Don't Know,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2016,18,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2014,2,Don't Know,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2013,1,Don't Know,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2014,19,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2016,61,A 5 minute walk or less,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2017,22,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2019,17,An 11 minute walk or more,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2017,16,An 11 minute walk or more,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2013,65,A 5 minute walk or less,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2013,17,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000029,South Lanarkshire,2017,59,A 5 minute walk or less,All,All,All,All,All,All,White
S12000030,Stirling,2019,0,Don't Know,All,All,All,All,All,Adults,All
S12000030,Stirling,2014,0,Don't Know,All,Male,All,All,All,All,All
S12000030,Stirling,2014,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000030,Stirling,2013,1,Don't Know,All,Male,All,All,All,All,All
S12000030,Stirling,2013,1,Don't Know,All,All,All,All,All,Adults,All
S12000030,Stirling,2013,0,Don't Know,All,All,All,All,All,All,All
S12000030,Stirling,2017,1,Don't Know,All,All,All,All,All,Adults,All
S12000030,Stirling,2017,1,Don't Know,All,Female,All,All,All,All,All
S12000030,Stirling,2017,1,Don't Know,All,All,All,All,All,All,All
S12000030,Stirling,2014,1,Don't Know,All,Female,All,All,All,All,All
S12000030,Stirling,2014,1,Don't Know,All,All,All,All,All,Adults,All
S12000030,Stirling,2017,1,Don't Know,All,All,All,All,All,With Children,All
S12000030,Stirling,2017,77,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000030,Stirling,2019,2,Don't Know,All,All,All,All,All,Pensioners,All
S12000030,Stirling,2015,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000030,Stirling,2014,1,Don't Know,All,All,All,All,All,All,All
S12000030,Stirling,2019,2,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000030,Stirling,2019,4,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000030,Stirling,2019,4,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000030,Stirling,2019,5,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000030,Stirling,2019,5,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000030,Stirling,2018,1,Don't Know,All,All,All,All,All,Adults,All
S12000030,Stirling,2013,1,Don't Know,35-64 years,All,All,All,All,All,All
S12000030,Stirling,2019,3,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000030,Stirling,2018,9,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000030,Stirling,2018,4,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000030,Stirling,2014,5,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000030,Stirling,2019,1,Don't Know,All,Male,All,All,All,All,All
S12000030,Stirling,2017,0,Don't Know,35-64 years,All,All,All,All,All,All
S12000030,Stirling,2015,0,Don't Know,All,All,Urban,All,All,All,All
S12000030,Stirling,2017,12,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000030,Stirling,2017,15,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000030,Stirling,2015,2,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000030,Stirling,2017,76,A 5 minute walk or less,All,All,Rural,All,All,All,All
S12000030,Stirling,2016,3,Don't Know,All,All,Rural,All,All,All,All
S12000030,Stirling,2014,10,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000030,Stirling,2017,2,Don't Know,All,All,Rural,All,All,All,All
S12000030,Stirling,2013,4,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000030,Stirling,2016,2,An 11 minute walk or more,All,All,All,All,All,All,All
S12000030,Stirling,2016,2,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000030,Stirling,2016,4,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000030,Stirling,2015,3,An 11 minute walk or more,All,All,Rural,All,All,All,All
S12000030,Stirling,2017,8,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000030,Stirling,2013,19,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000030,Stirling,2013,78,A 5 minute walk or less,All,All,Rural,All,All,All,All
S12000030,Stirling,2019,3,An 11 minute walk or more,All,All,Rural,All,All,All,All
S12000030,Stirling,2016,14,Within a 6-10 minute walk,All,All,Rural,All,All,All,All
S12000030,Stirling,2017,2,An 11 minute walk or more,All,All,All,All,All,With Children,All
