area_code,date_code,years_to_live,sex,age,simd_quintiles,urban_rural_classification
S92000003,2015-2017,67.15,Female,10-14 years,1 - most deprived,All
S92000003,2015-2017,52.36,Female,25-29 years,1 - most deprived,All
S12000035,2014-2016,6.41,Female,85-89 years,All,All
S92000003,2010-2012,43.07,Female,35-39 years,1 - most deprived,All
S92000003,2013-2015,52.65,Female,25-29 years,1 - most deprived,All
S92000003,2006-2008,28.82,Female,50-54 years,1 - most deprived,All
S12000035,2014-2016,9.14,Female,80-84 years,All,All
S92000003,2013-2015,72.45,Female,5-9 years,1 - most deprived,All
S92000003,2013-2015,57.57,Female,20-24 years,1 - most deprived,All
S92000003,2010-2012,10.97,Female,75-79 years,1 - most deprived,All
S92000003,2010-2012,47.85,Female,30-34 years,1 - most deprived,All
S92000003,2010-2012,76.99,Female,0 years,1 - most deprived,All
S92000003,2009-2011,29.44,Female,50-54 years,1 - most deprived,All
S92000003,2004-2006,16.99,Female,65-69 years,1 - most deprived,All
S92000003,2004-2006,10.68,Female,75-79 years,1 - most deprived,All
S92000003,2005-2007,4.37,Female,90 years,1 - most deprived,All
S92000003,2010-2012,14.04,Female,70-74 years,1 - most deprived,All
S92000003,2004-2006,37.6,Female,40-44 years,1 - most deprived,All
S92000003,2007-2009,47.25,Female,30-34 years,1 - most deprived,All
S92000003,2004-2006,42.21,Female,35-39 years,1 - most deprived,All
S92000003,2011-2013,67.54,Female,10-14 years,1 - most deprived,All
S92000003,2009-2011,33.85,Female,45-49 years,1 - most deprived,All
S92000003,2002-2004,74.94,Female,1-4 years,1 - most deprived,All
S16000079,2014-2016,40.48,Female,40-44 years,All,All
S92000003,2002-2004,46.61,Female,30-34 years,1 - most deprived,All
S92000003,2005-2007,8.24,Female,80-84 years,1 - most deprived,All
S92000003,2007-2009,20.89,Female,60-64 years,1 - most deprived,All
S92000003,2004-2006,71.44,Female,5-9 years,1 - most deprived,All
S92000003,2004-2006,24.5,Female,55-59 years,1 - most deprived,All
S92000003,2010-2012,25.21,Female,55-59 years,1 - most deprived,All
S92000003,2002-2004,75.45,Female,0 years,1 - most deprived,All
S92000003,2008-2010,10.95,Female,75-79 years,1 - most deprived,All
S16000079,2014-2016,45.22,Female,35-39 years,All,All
S16000079,2014-2016,6.39,Female,85-89 years,All,All
S92000003,2008-2010,21.02,Female,60-64 years,1 - most deprived,All
S16000079,2014-2016,54.68,Female,25-29 years,All,All
S92000003,2004-2006,33.04,Female,45-49 years,1 - most deprived,All
S92000003,2004-2006,6.19,Female,85-89 years,1 - most deprived,All
S92000003,2011-2013,57.64,Female,20-24 years,1 - most deprived,All
S92000003,2005-2007,20.7,Female,60-64 years,1 - most deprived,All
S12000035,2014-2016,62.64,Female,20-24 years,All,All
S92000003,2005-2007,6.26,Female,85-89 years,1 - most deprived,All
S16000079,2014-2016,15.05,Female,70-74 years,All,All
S92000003,2008-2010,38.1,Female,40-44 years,1 - most deprived,All
S12000035,2014-2016,67.6,Female,15-19 years,All,All
S12000035,2014-2016,82.45,Female,0 years,All,All
S92000003,2008-2010,13.99,Female,70-74 years,1 - most deprived,All
S16000079,2014-2016,22.64,Female,60-64 years,All,All
S92000003,2009-2011,38.37,Female,40-44 years,1 - most deprived,All
S92000003,2005-2007,17.08,Female,65-69 years,1 - most deprived,All
S16000079,2014-2016,11.82,Female,75-79 years,All,All
S92000003,2008-2010,6.28,Female,85-89 years,1 - most deprived,All
S92000003,2001-2003,20.13,Female,60-64 years,1 - most deprived,All
S12000033,2014-2016,80.84,Female,0 years,All,All
S12000033,2014-2016,61.23,Female,20-24 years,All,All
S12000033,2014-2016,66.21,Female,15-19 years,All,All
S12000033,2014-2016,71.21,Female,10-14 years,All,All
S12000017,2014-2016,82.87,Female,0 years,All,All
S12000033,2014-2016,41.74,Female,40-44 years,All,All
S12000033,2014-2016,46.45,Female,35-39 years,All,All
S12000041,2014-2016,24.73,Female,60-64 years,All,All
S12000033,2014-2016,56.27,Female,25-29 years,All,All
S12000014,2014-2016,8.82,Female,80-84 years,All,All
S12000014,2014-2016,6.4,Female,85-89 years,All,All
S12000014,2014-2016,36.95,Female,45-49 years,All,All
S12000014,2014-2016,23.45,Female,60-64 years,All,All
S12000014,2014-2016,15.42,Female,70-74 years,All,All
S12000017,2014-2016,73.02,Female,10-14 years,All,All
S12000014,2014-2016,19.41,Female,65-69 years,All,All
S12000014,2014-2016,4.6,Female,90 years,All,All
S12000033,2014-2016,4.35,Female,90 years,All,All
S12000033,2014-2016,8.88,Female,80-84 years,All,All
S12000034,2014-2016,67.71,Female,15-19 years,All,All
S12000034,2014-2016,62.82,Female,20-24 years,All,All
S12000034,2014-2016,82.45,Female,0 years,All,All
S12000034,2014-2016,72.69,Female,10-14 years,All,All
S12000034,2014-2016,52.97,Female,30-34 years,All,All
S12000033,2014-2016,28.1,Female,55-59 years,All,All
S12000033,2014-2016,51.32,Female,30-34 years,All,All
S12000033,2014-2016,23.81,Female,60-64 years,All,All
S12000033,2014-2016,37.14,Female,45-49 years,All,All
S12000033,2014-2016,6.29,Female,85-89 years,All,All
S12000033,2014-2016,15.86,Female,70-74 years,All,All
S12000033,2014-2016,32.59,Female,50-54 years,All,All
S12000033,2014-2016,19.7,Female,65-69 years,All,All
S12000033,2014-2016,12.2,Female,75-79 years,All,All
S12000011,2014-2016,44.31,Female,40-44 years,All,All
S12000011,2014-2016,53.97,Female,30-34 years,All,All
S12000011,2014-2016,63.81,Female,20-24 years,All,All
S12000011,2014-2016,39.52,Female,45-49 years,All,All
S12000011,2014-2016,49.17,Female,35-39 years,All,All
S12000011,2014-2016,21.37,Female,65-69 years,All,All
S12000011,2014-2016,34.89,Female,50-54 years,All,All
S12000011,2014-2016,25.87,Female,60-64 years,All,All
S12000010,2014-2016,20.66,Female,65-69 years,All,All
S12000010,2014-2016,6.38,Female,85-89 years,All,All
S12000011,2014-2016,83.54,Female,0 years,All,All
S12000010,2014-2016,9.18,Female,80-84 years,All,All
S12000010,2014-2016,4.45,Female,90 years,All,All
S12000011,2014-2016,68.81,Female,15-19 years,All,All
S12000011,2014-2016,73.77,Female,10-14 years,All,All
S12000011,2014-2016,30.27,Female,55-59 years,All,All
S12000011,2014-2016,58.97,Female,25-29 years,All,All
S12000014,2014-2016,71.05,Female,10-14 years,All,All
S12000014,2014-2016,27.79,Female,55-59 years,All,All
S12000014,2014-2016,51.23,Female,30-34 years,All,All
S12000014,2014-2016,46.4,Female,35-39 years,All,All
S12000014,2014-2016,11.98,Female,75-79 years,All,All
S12000014,2014-2016,41.63,Female,40-44 years,All,All
S12000014,2014-2016,32.28,Female,50-54 years,All,All
S12000011,2014-2016,4.92,Female,90 years,All,All
S12000011,2014-2016,10.03,Female,80-84 years,All,All
S12000011,2014-2016,13.46,Female,75-79 years,All,All
S12000011,2014-2016,7.05,Female,85-89 years,All,All
S12000011,2014-2016,17.27,Female,70-74 years,All,All
S12000014,2014-2016,80.61,Female,0 years,All,All
S12000014,2014-2016,66.05,Female,15-19 years,All,All
S12000014,2014-2016,56.17,Female,25-29 years,All,All
S12000014,2014-2016,61.1,Female,20-24 years,All,All
S16000109,2014-2016,25.74,Female,60-64 years,All,All
S16000109,2014-2016,21.35,Female,65-69 years,All,All
S16000107,2014-2016,52.9,Female,30-34 years,All,All
S16000107,2014-2016,48.11,Female,35-39 years,All,All
S16000107,2014-2016,82.55,Female,0 years,All,All
S16000109,2014-2016,49.13,Female,35-39 years,All,All
S16000109,2014-2016,30.07,Female,55-59 years,All,All
S16000109,2014-2016,44.21,Female,40-44 years,All,All
S16000107,2014-2016,38.82,Female,45-49 years,All,All
S16000109,2014-2016,39.29,Female,45-49 years,All,All
S16000109,2014-2016,5.3,Female,90 years,All,All
S16000109,2014-2016,34.71,Female,50-54 years,All,All
S16000109,2014-2016,10.35,Female,80-84 years,All,All
S16000109,2014-2016,7.49,Female,85-89 years,All,All
S16000107,2014-2016,67.75,Female,15-19 years,All,All
S16000107,2014-2016,43.39,Female,40-44 years,All,All
S16000107,2014-2016,13.87,Female,75-79 years,All,All
S16000107,2014-2016,17.54,Female,70-74 years,All,All
S16000107,2014-2016,25.55,Female,60-64 years,All,All
S16000107,2014-2016,62.75,Female,20-24 years,All,All
S16000107,2014-2016,57.83,Female,25-29 years,All,All
S16000104,2014-2016,5.47,Female,90 years,All,All
S16000104,2014-2016,17.53,Female,70-74 years,All,All
S16000107,2014-2016,21.41,Female,65-69 years,All,All
S16000104,2014-2016,25.92,Female,60-64 years,All,All
S16000104,2014-2016,7.44,Female,85-89 years,All,All
S16000108,2014-2016,73.38,Female,10-14 years,All,All
S16000108,2014-2016,63.38,Female,20-24 years,All,All
S16000107,2014-2016,10.9,Female,80-84 years,All,All
S16000107,2014-2016,72.75,Female,10-14 years,All,All
S16000108,2014-2016,83.06,Female,0 years,All,All
S16000108,2014-2016,68.38,Female,15-19 years,All,All
S16000107,2014-2016,34.37,Female,50-54 years,All,All
S16000107,2014-2016,29.99,Female,55-59 years,All,All
S16000107,2014-2016,8.34,Female,85-89 years,All,All
S12000034,2014-2016,9.11,Female,80-84 years,All,All
S12000034,2014-2016,6.36,Female,85-89 years,All,All
S12000041,2014-2016,52.47,Female,30-34 years,All,All
S12000041,2014-2016,81.78,Female,0 years,All,All
S12000041,2014-2016,72.31,Female,10-14 years,All,All
S12000041,2014-2016,62.34,Female,20-24 years,All,All
S12000034,2014-2016,38.48,Female,45-49 years,All,All
S12000034,2014-2016,33.8,Female,50-54 years,All,All
S12000034,2014-2016,16.18,Female,70-74 years,All,All
S12000034,2014-2016,48.08,Female,35-39 years,All,All
S12000034,2014-2016,43.22,Female,40-44 years,All,All
S12000034,2014-2016,57.84,Female,25-29 years,All,All
S12000034,2014-2016,20.3,Female,65-69 years,All,All
S12000034,2014-2016,24.66,Female,60-64 years,All,All
S12000034,2014-2016,12.44,Female,75-79 years,All,All
S12000034,2014-2016,29.1,Female,55-59 years,All,All
S12000041,2014-2016,6.59,Female,85-89 years,All,All
S12000041,2014-2016,16.58,Female,70-74 years,All,All
S12000041,2014-2016,57.44,Female,25-29 years,All,All
S12000041,2014-2016,12.82,Female,75-79 years,All,All
S16000109,2014-2016,13.42,Female,75-79 years,All,All
S12000041,2014-2016,4.72,Female,90 years,All,All
S16000109,2014-2016,17.23,Female,70-74 years,All,All
S12000034,2014-2016,4.24,Female,90 years,All,All
S12000041,2014-2016,47.55,Female,35-39 years,All,All
S12000041,2014-2016,42.78,Female,40-44 years,All,All
S12000041,2014-2016,67.31,Female,15-19 years,All,All
S12000041,2014-2016,20.52,Female,65-69 years,All,All
S12000041,2014-2016,28.97,Female,55-59 years,All,All
S12000041,2014-2016,38.15,Female,45-49 years,All,All
S12000041,2014-2016,9.45,Female,80-84 years,All,All
S12000041,2014-2016,33.54,Female,50-54 years,All,All
S92000003,2002-2004,5.84,Female,85-89 years,1 - most deprived,All
S92000003,2014-2016,77,Female,0 years,1 - most deprived,All
S92000003,2004-2006,75.36,Female,1-4 years,1 - most deprived,All
S92000003,2002-2004,13.31,Female,70-74 years,1 - most deprived,All
S92000003,2002-2004,4.08,Female,90 years,1 - most deprived,All
S12000038,2014-2016,6.08,Female,85-89 years,All,All
S92000003,2002-2004,20.16,Female,60-64 years,1 - most deprived,All
S12000038,2014-2016,60.63,Female,20-24 years,All,All
S92000003,2010-2012,29.43,Female,50-54 years,1 - most deprived,All
S92000003,2014-2016,57.47,Female,20-24 years,1 - most deprived,All
S92000003,2014-2016,62.4,Female,15-19 years,1 - most deprived,All
S92000003,2016-2018,57.2,Female,20-24 years,1 - most deprived,All
S92000003,2016-2018,76,Female,1-4 years,1 - most deprived,All
S92000003,2016-2018,67.1,Female,10-14 years,1 - most deprived,All
S92000003,2010-2012,21.21,Female,60-64 years,1 - most deprived,All
S12000038,2014-2016,41.38,Female,40-44 years,All,All
S92000003,2001-2003,61.09,Female,15-19 years,1 - most deprived,All
S92000003,2001-2003,32.62,Female,45-49 years,1 - most deprived,All
S92000003,2012-2014,8.25,Female,80-84 years,1 - most deprived,All
S12000038,2014-2016,11.61,Female,75-79 years,All,All
S92000003,2012-2014,72.57,Female,5-9 years,1 - most deprived,All
S92000003,2001-2003,28.25,Female,50-54 years,1 - most deprived,All
S92000003,2006-2008,61.61,Female,15-19 years,1 - most deprived,All
S92000003,2001-2003,24.07,Female,55-59 years,1 - most deprived,All
S92000003,2003-2005,32.89,Female,45-49 years,1 - most deprived,All
S92000003,2001-2003,5.89,Female,85-89 years,1 - most deprived,All
S92000003,2007-2009,52.05,Female,25-29 years,1 - most deprived,All
S92000003,2012-2014,6.04,Female,85-89 years,1 - most deprived,All
S92000003,2014-2016,67.36,Female,10-14 years,1 - most deprived,All
S92000003,2007-2009,61.79,Female,15-19 years,1 - most deprived,All
S92000003,2012-2014,10.86,Female,75-79 years,1 - most deprived,All
S12000038,2014-2016,19.06,Female,65-69 years,All,All
S92000003,2012-2014,13.96,Female,70-74 years,1 - most deprived,All
S12000038,2014-2016,27.56,Female,55-59 years,All,All
S12000038,2014-2016,32.13,Female,50-54 years,All,All
S12000038,2014-2016,8.62,Female,80-84 years,All,All
S92000003,2002-2004,10.44,Female,75-79 years,1 - most deprived,All
S12000038,2014-2016,15.05,Female,70-74 years,All,All
S92000003,2002-2004,16.58,Female,65-69 years,1 - most deprived,All
S92000003,2004-2006,20.57,Female,60-64 years,1 - most deprived,All
S92000003,2012-2014,17.43,Female,65-69 years,1 - most deprived,All
S92000003,2001-2003,66.04,Female,10-14 years,1 - most deprived,All
S92000003,2001-2003,56.26,Female,20-24 years,1 - most deprived,All
S92000003,2007-2009,29,Female,50-54 years,1 - most deprived,All
S92000003,2012-2014,43.18,Female,35-39 years,1 - most deprived,All
S92000003,2001-2003,13.32,Female,70-74 years,1 - most deprived,All
S92000003,2001-2003,8,Female,80-84 years,1 - most deprived,All
S92000003,2013-2015,67.47,Female,10-14 years,1 - most deprived,All
S92000003,2012-2014,33.99,Female,45-49 years,1 - most deprived,All
S92000003,2012-2014,77.25,Female,0 years,1 - most deprived,All
S92000003,2007-2009,42.54,Female,35-39 years,1 - most deprived,All
S92000003,2012-2014,67.6,Female,10-14 years,1 - most deprived,All
S92000003,2001-2003,10.44,Female,75-79 years,1 - most deprived,All
S92000003,2009-2011,43.02,Female,35-39 years,1 - most deprived,All
S92000003,2013-2015,4.39,Female,90 years,1 - most deprived,All
S92000003,2016-2018,47.5,Female,30-34 years,1 - most deprived,All
S92000003,2016-2018,14,Female,70-74 years,1 - most deprived,All
S92000003,2016-2018,38.2,Female,40-44 years,1 - most deprived,All
S92000003,2012-2014,62.63,Female,15-19 years,1 - most deprived,All
S92000003,2013-2015,10.9,Female,75-79 years,1 - most deprived,All
S92000003,2013-2015,8.25,Female,80-84 years,1 - most deprived,All
S92000003,2009-2011,47.76,Female,30-34 years,1 - most deprived,All
S92000003,2013-2015,6.04,Female,85-89 years,1 - most deprived,All
S92000003,2013-2015,47.79,Female,30-34 years,1 - most deprived,All
S92000003,2013-2015,33.92,Female,45-49 years,1 - most deprived,All
S92000003,2013-2015,21.24,Female,60-64 years,1 - most deprived,All
S92000003,2004-2006,8.18,Female,80-84 years,1 - most deprived,All
S92000003,2009-2011,52.56,Female,25-29 years,1 - most deprived,All
S12000006,2014-2016,33.67,Female,50-54 years,All,All
S92000003,2013-2015,76.43,Female,1-4 years,1 - most deprived,All
S92000003,2006-2008,13.85,Female,70-74 years,1 - most deprived,All
S92000003,2012-2014,76.53,Female,1-4 years,1 - most deprived,All
S92000003,2015-2017,29.4,Female,50-54 years,1 - most deprived,All
S12000038,2014-2016,70.49,Female,10-14 years,All,All
S92000003,2007-2009,33.37,Female,45-49 years,1 - most deprived,All
S92000003,2015-2017,8.24,Female,80-84 years,1 - most deprived,All
S92000003,2015-2017,76.1,Female,1-4 years,1 - most deprived,All
S92000003,2013-2015,77.14,Female,0 years,1 - most deprived,All
S92000003,2006-2008,17.12,Female,65-69 years,1 - most deprived,All
S92000003,2015-2017,76.8,Female,0 years,1 - most deprived,All
S92000003,2015-2017,33.77,Female,45-49 years,1 - most deprived,All
S92000003,2015-2017,10.85,Female,75-79 years,1 - most deprived,All
S92000003,2013-2015,29.55,Female,50-54 years,1 - most deprived,All
S12000038,2014-2016,36.72,Female,45-49 years,All,All
S92000003,2013-2015,62.5,Female,15-19 years,1 - most deprived,All
S12000038,2014-2016,4.43,Female,90 years,All,All
S92000003,2013-2015,25.29,Female,55-59 years,1 - most deprived,All
S92000003,2015-2017,13.87,Female,70-74 years,1 - most deprived,All
S92000003,2016-2018,72.1,Female,5-9 years,1 - most deprived,All
S92000003,2007-2009,8.28,Female,80-84 years,1 - most deprived,All
S92000003,2016-2018,52.3,Female,25-29 years,1 - most deprived,All
S92000003,2007-2009,75.66,Female,1-4 years,1 - most deprived,All
S92000003,2011-2013,62.57,Female,15-19 years,1 - most deprived,All
S92000003,2016-2018,62.1,Female,15-19 years,1 - most deprived,All
S92000003,2016-2018,76.7,Female,0 years,1 - most deprived,All
S12000038,2014-2016,46.13,Female,35-39 years,All,All
S92000003,2016-2018,21.2,Female,60-64 years,1 - most deprived,All
S92000003,2016-2018,8.4,Female,80-84 years,1 - most deprived,All
S92000003,2016-2018,25.2,Female,55-59 years,1 - most deprived,All
S92000003,2016-2018,10.9,Female,75-79 years,1 - most deprived,All
S92000003,2016-2018,42.7,Female,35-39 years,1 - most deprived,All
S92000003,2016-2018,33.8,Female,45-49 years,1 - most deprived,All
S92000003,2016-2018,17.4,Female,65-69 years,1 - most deprived,All
S92000003,2016-2018,29.4,Female,50-54 years,1 - most deprived,All
S92000003,2006-2008,51.88,Female,25-29 years,1 - most deprived,All
S92000003,2007-2009,17.21,Female,65-69 years,1 - most deprived,All
S92000003,2006-2008,33.16,Female,45-49 years,1 - most deprived,All
S92000003,2007-2009,66.76,Female,10-14 years,1 - most deprived,All
S12000038,2014-2016,80.17,Female,0 years,All,All
S92000003,2006-2008,10.86,Female,75-79 years,1 - most deprived,All
S12000028,2014-2016,66.18,Female,15-19 years,All,All
S12000027,2014-2016,8.95,Female,80-84 years,All,All
S12000028,2014-2016,80.76,Female,0 years,All,All
S12000027,2014-2016,4.49,Female,90 years,All,All
S12000028,2014-2016,56.39,Female,25-29 years,All,All
S12000028,2014-2016,42.2,Female,40-44 years,All,All
S12000028,2014-2016,71.18,Female,10-14 years,All,All
S12000027,2014-2016,6.7,Female,85-89 years,All,All
S12000028,2014-2016,47,Female,35-39 years,All,All
S12000027,2014-2016,72.25,Female,10-14 years,All,All
S12000027,2014-2016,20.08,Female,65-69 years,All,All
S12000027,2014-2016,42.58,Female,40-44 years,All,All
S12000027,2014-2016,12.07,Female,75-79 years,All,All
S12000028,2014-2016,61.25,Female,20-24 years,All,All
S12000027,2014-2016,16.08,Female,70-74 years,All,All
S12000027,2014-2016,28.51,Female,55-59 years,All,All
S12000027,2014-2016,82.03,Female,0 years,All,All
S12000010,2014-2016,38.7,Female,45-49 years,All,All
S12000010,2014-2016,58.05,Female,25-29 years,All,All
S12000010,2014-2016,33.97,Female,50-54 years,All,All
